distance_km,hour_sin,hour_cos,dow_sin,dow_cos,month,stop_index,stops_in_route,stops_remaining,route_progress,is_same_cluster,bearing_deg,cluster_dest_cat,vehicle_type,traffic_level,weather,time_to_next_stop_min
0.6738,-0.965926,-0.258819,0.974928,-0.222521,6,2,8,5,0.2857,1,114.4,9,car,Low,Rainy,9.16
1.2477,0.5,-0.866025,-0.433884,-0.900969,11,4,7,2,0.6667,0,64.06,5,car,Normal,Sunny,14.21
0.9626,-0.5,-0.866025,0.433884,-0.900969,2,4,6,1,0.8,0,99.73,1,car,Medium,Rainy,10.01
0.2091,-0.5,-0.866025,0.781831,0.62349,7,8,11,2,0.8,0,321.24,1,van,Medium,Windy,11.8
6.81,1.0,0.0,-0.974928,-0.222521,4,6,11,4,0.6,1,94.63,5,motorcycle,High,Sunny,86.92
2.1785,-0.707107,0.707107,0.974928,-0.222521,7,4,5,0,1.0,0,177.03,5,van,Medium,Sunny,41.43
0.7115,-0.965926,0.258819,-0.433884,-0.900969,10,0,7,6,0.0,1,339.23,8,car,Medium,Sunny,1.0
0.179,-0.707107,-0.707107,-0.433884,-0.900969,12,2,5,2,0.5,0,42.63,5,car,High,Sandstorm,8.78
0.9311,-1.0,-0.0,-0.781831,0.62349,4,2,12,9,0.1818,0,313.46,3,van,Low,Sunny,21.4
0.6322,0.965926,-0.258819,0.433884,-0.900969,8,3,7,3,0.5,1,267.62,3,car,Medium,Rainy,16.5
1.0434,-0.5,0.866025,0.433884,-0.900969,6,11,13,1,0.9167,0,174.75,5,van,High,Sunny,25.53
0.1415,-0.866025,-0.5,-0.781831,0.62349,7,5,6,0,1.0,0,341.62,2,van,Normal,Windy,5.81
0.7057,-0.707107,0.707107,0.433884,-0.900969,2,7,8,0,1.0,1,26.79,7,car,Normal,Sunny,14.93
0.7477,-0.866025,0.5,0.974928,-0.222521,11,1,3,1,0.5,1,307.65,1,car,Normal,Sunny,1.0
0.9207,-0.707107,-0.707107,0.0,1.0,3,2,3,0,1.0,0,71.17,8,car,Normal,Windy,12.27
0.883,0.5,-0.866025,0.974928,-0.222521,1,1,3,1,0.5,0,127.51,2,motorcycle,Medium,Windy,11.1
1.1614,-0.965926,-0.258819,0.781831,0.62349,10,0,3,2,0.0,0,44.05,1,van,Normal,Sunny,39.97
4.6885,-0.5,-0.866025,0.974928,-0.222521,5,4,15,10,0.2857,1,178.3,9,car,Medium,Sunny,69.3
0.6776,0.0,-1.0,0.433884,-0.900969,1,4,6,1,0.8,1,60.87,3,motorcycle,Normal,Sunny,12.07
0.4651,-1.0,-0.0,0.433884,-0.900969,9,0,9,8,0.0,1,91.84,6,car,Low,Windy,4.85
0.2142,-0.707107,0.707107,0.781831,0.62349,4,9,15,5,0.6429,0,21.46,3,car,Normal,Sunny,8.27
0.6801,0.866025,-0.5,0.433884,-0.900969,12,4,9,4,0.5,0,109.84,9,motorcycle,Normal,Sunny,1.0
0.2919,-0.707107,-0.707107,0.433884,-0.900969,12,3,8,4,0.4286,0,58.99,1,car,Jam,Windy,10.54
2.7513,-0.965926,0.258819,0.0,1.0,7,8,12,3,0.7273,0,246.72,4,car,Normal,Sunny,28.28
1.0087,0.258819,-0.965926,0.781831,0.62349,6,2,12,9,0.1818,0,229.74,0,van,Normal,Sunny,11.34
2.6979,0.258819,-0.965926,-0.974928,-0.222521,6,1,4,2,0.3333,1,239.57,5,car,Normal,Windy,29.08
4.4478,1.0,0.0,0.0,1.0,8,2,15,12,0.1429,0,243.36,7,van,Normal,Windy,76.11
0.4859,0.258819,-0.965926,0.974928,-0.222521,11,0,4,3,0.0,0,37.14,4,car,Medium,Windy,9.21
0.7945,-0.707107,-0.707107,0.433884,-0.900969,8,0,7,6,0.0,1,76.98,8,car,High,Sunny,33.65
3.9161,-0.5,0.866025,0.781831,0.62349,2,1,15,13,0.0714,0,265.49,7,car,Normal,Sunny,14.96
1.3228,-0.5,-0.866025,-0.433884,-0.900969,3,6,10,3,0.6667,1,173.59,9,car,Medium,Windy,31.8
1.8138,0.5,-0.866025,-0.974928,-0.222521,8,2,10,7,0.2222,1,226.84,9,car,Medium,Sunny,32.11
2.9486,-0.965926,0.258819,0.974928,-0.222521,5,4,14,9,0.3077,0,20.38,9,car,High,Sunny,65.99
2.5901,0.707107,-0.707107,0.781831,0.62349,6,6,8,1,0.8571,1,139.07,4,motorcycle,Medium,Sunny,35.73
1.6321,0.707107,-0.707107,-0.974928,-0.222521,5,5,10,4,0.5556,0,157.68,9,car,Normal,Sunny,29.14
4.1643,-0.5,-0.866025,0.781831,0.62349,8,0,10,9,0.0,1,249.25,6,car,High,Foggy,89.29
1.0358,-0.965926,0.258819,0.781831,0.62349,3,2,4,1,0.6667,0,328.34,0,car,High,Sunny,9.75
1.8102,0.707107,-0.707107,0.0,1.0,1,3,6,2,0.6,0,206.83,0,car,Medium,Sunny,41.88
0.9343,1.0,0.0,0.0,1.0,3,7,13,5,0.5833,0,274.0,3,car,Jam,Rainy,8.67
2.914,-1.0,-0.0,-0.781831,0.62349,9,6,7,0,1.0,1,231.66,5,van,High,Foggy,90.0
0.5679,-0.707107,-0.707107,-0.781831,0.62349,8,8,14,5,0.6154,0,327.57,0,car,Normal,Sunny,16.13
0.2234,-0.965926,-0.258819,0.433884,-0.900969,10,12,15,2,0.8571,0,291.88,5,motorcycle,High,Rainy,2.53
2.0589,0.0,-1.0,-0.781831,0.62349,2,6,12,5,0.5455,1,89.03,6,motorcycle,Medium,Sunny,18.69
0.4193,0.866025,-0.5,-0.433884,-0.900969,2,1,3,1,0.5,1,80.03,6,car,Medium,Sandstorm,23.68
0.3816,0.258819,-0.965926,0.974928,-0.222521,2,1,12,10,0.0909,1,328.28,9,car,Medium,Sunny,20.33
3.6755,-0.258819,-0.965926,-0.433884,-0.900969,7,14,15,0,1.0,0,215.08,3,car,High,Sunny,84.31
2.7676,-0.258819,-0.965926,0.974928,-0.222521,7,0,12,11,0.0,1,161.86,0,van,Medium,Sunny,75.1
0.7982,-0.707107,0.707107,-0.781831,0.62349,2,10,11,0,1.0,1,252.05,9,car,Medium,Windy,21.03
0.0612,0.707107,-0.707107,-0.974928,-0.222521,6,5,10,4,0.5556,0,101.42,5,motorcycle,Low,Sunny,1.0
1.8341,0.258819,-0.965926,-0.974928,-0.222521,1,3,9,5,0.375,0,291.09,6,van,Medium,Sunny,31.17
2.0738,0.707107,-0.707107,0.433884,-0.900969,8,2,6,3,0.4,1,189.99,5,motorcycle,Jam,Windy,66.29
1.8057,-0.707107,-0.707107,0.433884,-0.900969,7,0,9,8,0.0,0,313.55,4,van,High,Sunny,63.69
1.7286,-0.965926,0.258819,0.0,1.0,1,5,14,8,0.3846,1,231.73,1,motorcycle,Low,Rainy,16.16
0.9302,-0.707107,0.707107,-0.433884,-0.900969,2,0,4,3,0.0,0,93.68,5,car,High,Sunny,10.32
0.7483,0.707107,-0.707107,0.0,1.0,9,1,4,2,0.3333,1,347.57,8,car,High,Sunny,21.15
0.3864,-0.258819,-0.965926,0.433884,-0.900969,11,1,14,12,0.0769,0,144.88,1,car,Medium,Sunny,6.93
0.5698,-1.0,-0.0,0.0,1.0,11,1,13,11,0.0833,0,275.74,3,motorcycle,Low,Sunny,1.0
1.4999,1.0,0.0,0.433884,-0.900969,7,6,9,2,0.75,1,91.99,9,van,Medium,Sunny,28.56
1.5235,-1.0,-0.0,-0.974928,-0.222521,7,1,7,5,0.1667,0,150.15,4,motorcycle,Low,Sunny,3.17
2.3404,0.866025,-0.5,0.974928,-0.222521,10,1,4,2,0.3333,0,265.78,1,car,Normal,Windy,36.51
0.2905,1.0,0.0,-0.433884,-0.900969,11,7,11,3,0.7,0,250.65,9,motorcycle,Medium,Sunny,1.0
0.2285,0.965926,-0.258819,0.781831,0.62349,11,5,10,4,0.5556,0,338.04,1,car,Jam,Sunny,1.0
0.7705,-0.866025,0.5,0.974928,-0.222521,5,6,13,6,0.5,0,287.22,2,car,Normal,Sandstorm,1.0
0.4194,-0.965926,-0.258819,0.781831,0.62349,6,3,7,3,0.5,1,116.71,4,motorcycle,High,Sunny,5.9
1.3188,-0.965926,0.258819,0.781831,0.62349,1,7,13,5,0.5833,0,310.79,3,car,Jam,Windy,42.56
0.3184,-0.965926,-0.258819,0.974928,-0.222521,3,9,15,5,0.6429,0,331.58,4,car,Low,Rainy,6.13
3.3913,-0.965926,0.258819,0.0,1.0,5,0,5,4,0.0,0,343.47,7,van,Normal,Sunny,59.54
0.5061,-0.5,-0.866025,-0.781831,0.62349,10,11,12,0,1.0,0,324.17,5,car,High,Windy,2.61
5.018,-0.965926,0.258819,-0.974928,-0.222521,6,8,10,1,0.8889,1,250.33,4,car,High,Rainy,90.0
1.8186,1.0,0.0,0.781831,0.62349,8,3,8,4,0.4286,0,286.49,7,car,Normal,Sunny,27.18
0.4056,-0.707107,-0.707107,-0.781831,0.62349,11,1,5,3,0.25,1,233.23,6,car,Medium,Foggy,10.74
8.085,-1.0,-0.0,0.974928,-0.222521,6,3,5,1,0.75,0,115.1,6,motorcycle,Medium,Sunny,90.0
1.4222,-0.5,0.866025,0.433884,-0.900969,5,2,4,1,0.6667,0,293.79,4,van,High,Sunny,44.16
1.2941,0.0,-1.0,-0.433884,-0.900969,9,4,6,1,0.8,0,81.92,5,car,High,Sunny,27.65
1.0388,0.707107,-0.707107,-0.974928,-0.222521,4,4,9,4,0.5,0,155.27,2,car,Low,Sunny,8.03
1.7216,-1.0,-0.0,0.0,1.0,5,3,9,5,0.375,0,123.66,4,car,Normal,Foggy,29.92
1.8206,0.965926,-0.258819,0.781831,0.62349,11,7,15,7,0.5,0,61.97,1,van,Normal,Sunny,24.99
0.4859,-0.965926,0.258819,0.974928,-0.222521,6,3,12,8,0.2727,0,287.61,0,motorcycle,Jam,Foggy,20.32
0.9022,-0.965926,-0.258819,-0.433884,-0.900969,4,11,15,3,0.7857,0,169.89,8,motorcycle,Jam,Windy,35.88
1.2336,-0.965926,-0.258819,-0.781831,0.62349,11,9,12,2,0.8182,1,189.72,8,car,High,Rainy,55.49
1.9225,0.5,-0.866025,0.433884,-0.900969,8,1,10,8,0.1111,1,180.73,2,car,Normal,Foggy,41.44
1.9537,0.866025,-0.5,0.433884,-0.900969,10,1,13,11,0.0833,1,248.17,4,car,Medium,Sunny,22.26
1.2922,-0.866025,-0.5,0.0,1.0,4,0,13,12,0.0,0,63.32,9,van,Normal,Foggy,44.11
0.6552,0.0,-1.0,0.433884,-0.900969,10,4,13,8,0.3333,0,180.29,5,car,Normal,Sandstorm,12.46
0.6241,0.0,-1.0,0.433884,-0.900969,12,0,6,5,0.0,1,93.69,0,van,Normal,Sunny,11.43
0.3563,0.707107,-0.707107,-0.433884,-0.900969,2,6,12,5,0.5455,1,349.8,5,van,High,Windy,24.32
1.9405,0.258819,-0.965926,-0.974928,-0.222521,3,4,5,0,1.0,1,21.66,8,car,Normal,Sunny,18.97
0.6156,-0.866025,0.5,0.433884,-0.900969,7,4,7,2,0.6667,0,334.22,2,car,Medium,Sunny,13.25
0.9211,-0.707107,0.707107,0.0,1.0,9,11,12,0,1.0,1,21.57,9,car,Jam,Sunny,9.99
1.3852,0.258819,-0.965926,-0.974928,-0.222521,1,1,9,7,0.125,0,39.34,7,car,Medium,Sunny,7.23
1.1093,0.866025,-0.5,0.433884,-0.900969,7,9,13,3,0.75,0,326.26,0,car,Low,Sunny,7.92
1.0993,1.0,0.0,0.433884,-0.900969,2,8,12,3,0.7273,0,233.23,9,van,Jam,Sunny,38.71
0.4678,0.707107,-0.707107,-0.781831,0.62349,12,5,12,6,0.4545,0,116.79,6,car,Medium,Windy,14.73
1.4268,1.0,0.0,-0.433884,-0.900969,9,2,4,1,0.6667,1,211.81,2,car,Medium,Windy,12.68
0.821,-0.965926,-0.258819,-0.974928,-0.222521,12,0,4,3,0.0,1,59.81,7,van,Medium,Rainy,42.02
1.0181,-0.866025,-0.5,-0.781831,0.62349,3,3,6,2,0.6,1,23.35,8,van,High,Foggy,45.36
3.3203,-0.965926,0.258819,0.433884,-0.900969,10,5,7,1,0.8333,0,17.72,6,car,Medium,Rainy,53.93
1.7861,0.258819,-0.965926,-0.781831,0.62349,5,5,13,7,0.4167,1,97.21,9,motorcycle,Medium,Windy,19.79
0.6426,-0.866025,0.5,0.781831,0.62349,2,0,3,2,0.0,1,64.58,8,motorcycle,Medium,Sunny,8.98
0.9594,0.866025,-0.5,-0.781831,0.62349,6,0,10,9,0.0,1,145.2,3,van,Low,Rainy,21.39
5.0504,0.707107,-0.707107,-0.974928,-0.222521,6,3,13,9,0.25,0,315.6,1,van,High,Sunny,90.0
0.8253,-0.707107,0.707107,0.0,1.0,7,5,7,1,0.8333,1,136.28,8,car,Normal,Sunny,1.85
1.1478,-0.866025,0.5,0.781831,0.62349,11,5,7,1,0.8333,0,143.48,9,motorcycle,Normal,Sunny,11.68
2.077,-0.866025,-0.5,0.0,1.0,4,3,5,1,0.75,1,43.48,2,car,Normal,Sunny,35.88
1.3559,-0.866025,-0.5,0.781831,0.62349,8,2,8,5,0.2857,0,355.93,5,motorcycle,Normal,Windy,26.68
0.7756,-0.965926,-0.258819,-0.781831,0.62349,3,2,11,8,0.2,1,52.29,5,van,Medium,Sunny,27.65
0.5454,-0.965926,0.258819,0.0,1.0,11,8,10,1,0.8889,0,121.79,3,car,Medium,Sandstorm,11.93
1.0946,0.707107,-0.707107,0.0,1.0,6,8,14,5,0.6154,0,340.47,5,car,Normal,Sunny,5.61
2.065,0.965926,-0.258819,0.433884,-0.900969,10,2,3,0,1.0,0,163.77,5,van,Normal,Sunny,27.35
3.8762,0.707107,-0.707107,0.974928,-0.222521,4,2,6,3,0.4,1,121.72,9,van,High,Sunny,90.0
0.2747,0.0,-1.0,-0.433884,-0.900969,4,5,7,1,0.8333,0,257.46,3,car,Jam,Sunny,5.56
5.8982,0.5,-0.866025,-0.433884,-0.900969,12,3,8,4,0.4286,0,11.89,1,van,Medium,Sandstorm,90.0
0.8403,-0.5,-0.866025,-0.974928,-0.222521,3,8,12,3,0.7273,0,115.63,4,motorcycle,Normal,Sunny,2.58
2.6607,0.866025,-0.5,0.974928,-0.222521,7,3,4,0,1.0,1,208.88,1,car,Low,Sunny,27.2
0.5485,-0.707107,-0.707107,0.433884,-0.900969,4,2,6,3,0.4,0,356.76,1,car,Low,Sunny,3.74
0.2392,-1.0,-0.0,0.0,1.0,5,2,3,0,1.0,0,348.32,6,car,Normal,Sandstorm,3.26
0.3175,0.965926,-0.258819,-0.781831,0.62349,9,6,10,3,0.6667,0,225.43,8,van,Jam,Foggy,7.46
0.807,0.5,-0.866025,0.781831,0.62349,10,7,15,7,0.5,1,122.44,1,car,High,Windy,24.3
1.8183,-0.707107,-0.707107,-0.433884,-0.900969,6,12,15,2,0.8571,0,198.02,3,motorcycle,Normal,Sunny,16.25
1.1384,0.965926,-0.258819,-0.781831,0.62349,8,1,3,1,0.5,1,336.19,1,car,Jam,Rainy,31.74
0.8713,-0.965926,-0.258819,-0.433884,-0.900969,1,2,4,1,0.6667,0,240.18,4,van,Medium,Sunny,26.63
3.1967,-1.0,-0.0,-0.433884,-0.900969,3,0,10,9,0.0,1,53.71,5,car,Normal,Sunny,35.59
1.1073,0.0,-1.0,0.781831,0.62349,9,5,6,0,1.0,1,349.76,9,car,Medium,Sunny,38.82
1.4417,1.0,0.0,-0.433884,-0.900969,8,5,6,0,1.0,0,324.79,8,van,Normal,Sunny,25.82
15.0,-0.5,-0.866025,0.781831,0.62349,1,10,11,0,1.0,0,78.04,9,car,High,Sunny,90.0
1.0968,-0.866025,0.5,-0.433884,-0.900969,11,5,6,0,1.0,1,236.46,4,van,Normal,Sunny,12.28
0.5706,0.5,-0.866025,-0.433884,-0.900969,5,6,10,3,0.6667,0,316.16,7,motorcycle,Medium,Sunny,9.36
1.7453,-0.866025,0.5,0.433884,-0.900969,4,2,3,0,1.0,0,79.39,2,motorcycle,Normal,Sunny,4.28
2.2197,-0.866025,0.5,-0.974928,-0.222521,6,13,15,1,0.9286,0,332.51,0,motorcycle,Jam,Sunny,48.32
1.471,0.5,-0.866025,-0.974928,-0.222521,5,2,4,1,0.6667,0,64.82,9,car,Medium,Sunny,16.78
1.2828,-0.866025,-0.5,0.781831,0.62349,7,0,3,2,0.0,0,128.58,9,van,Medium,Rainy,36.66
4.5182,1.0,0.0,0.974928,-0.222521,2,1,8,6,0.1429,0,339.52,1,motorcycle,Normal,Windy,33.19
4.0124,-0.707107,-0.707107,0.433884,-0.900969,2,13,14,0,1.0,0,340.8,1,car,Jam,Sunny,90.0
0.9888,-0.866025,0.5,0.781831,0.62349,12,1,11,9,0.1,0,8.38,9,car,Medium,Sunny,5.01
0.5997,-0.5,0.866025,0.974928,-0.222521,9,8,9,0,1.0,1,311.9,4,motorcycle,Normal,Sunny,6.22
1.6615,0.707107,-0.707107,0.0,1.0,5,5,6,0,1.0,1,249.74,7,car,High,Sunny,29.46
0.5964,-0.965926,-0.258819,0.433884,-0.900969,11,0,5,4,0.0,0,313.82,9,van,Low,Sunny,10.51
2.5623,0.965926,-0.258819,0.781831,0.62349,10,8,11,2,0.8,0,166.29,5,motorcycle,Normal,Sunny,34.38
1.6534,0.5,-0.866025,0.781831,0.62349,9,5,9,3,0.625,0,353.34,0,van,Medium,Sandstorm,66.35
13.9647,-0.866025,0.5,-0.974928,-0.222521,9,3,10,6,0.3333,1,269.36,6,car,Normal,Sandstorm,90.0
4.48,-0.866025,-0.5,0.0,1.0,12,4,8,3,0.5714,0,273.37,1,car,Medium,Sandstorm,90.0
0.3966,0.0,-1.0,0.0,1.0,11,2,6,3,0.4,0,153.7,6,car,Normal,Windy,1.96
0.6751,-0.5,0.866025,0.974928,-0.222521,4,4,5,0,1.0,1,141.24,5,car,Normal,Windy,15.68
0.1794,-1.0,-0.0,0.0,1.0,9,2,6,3,0.4,0,74.0,4,van,Low,Windy,2.53
0.145,1.0,0.0,-0.781831,0.62349,2,0,5,4,0.0,0,20.97,4,motorcycle,Normal,Rainy,1.0
1.2314,0.965926,-0.258819,-0.781831,0.62349,7,3,9,5,0.375,0,324.53,9,car,Jam,Windy,35.02
0.356,-0.866025,-0.5,-0.974928,-0.222521,1,3,6,2,0.6,1,212.65,3,car,Medium,Windy,3.07
5.2547,-0.866025,0.5,-0.974928,-0.222521,3,5,13,7,0.4167,0,200.92,8,motorcycle,Medium,Sandstorm,54.58
3.3202,0.866025,-0.5,0.0,1.0,9,5,10,4,0.5556,0,121.69,8,car,Normal,Sunny,51.87
0.8539,-0.707107,-0.707107,0.433884,-0.900969,5,5,6,0,1.0,0,266.29,9,van,High,Sunny,35.66
0.809,-0.965926,0.258819,0.0,1.0,2,1,4,2,0.3333,1,146.48,8,car,Normal,Sunny,11.88
4.5317,-0.866025,0.5,0.974928,-0.222521,12,3,4,0,1.0,0,291.36,6,van,Normal,Sunny,76.12
5.6343,-0.866025,-0.5,0.433884,-0.900969,12,3,4,0,1.0,0,28.74,9,car,Medium,Sunny,90.0
0.4557,-0.5,0.866025,-0.433884,-0.900969,3,5,7,1,0.8333,0,89.08,7,van,Medium,Sunny,1.0
0.4033,-0.707107,0.707107,0.781831,0.62349,8,3,7,3,0.5,1,102.03,1,car,High,Sunny,1.0
0.8302,-0.866025,0.5,0.781831,0.62349,4,2,3,0,1.0,0,8.4,0,van,High,Sunny,21.32
1.6647,-0.965926,-0.258819,-0.974928,-0.222521,10,4,12,7,0.3636,0,238.84,6,car,High,Foggy,72.85
0.6784,-0.5,0.866025,0.781831,0.62349,9,2,9,6,0.25,0,252.58,5,car,Normal,Sunny,5.51
1.6983,1.0,0.0,0.433884,-0.900969,6,12,15,2,0.8571,1,148.82,8,van,Low,Sunny,17.14
7.0483,0.965926,-0.258819,0.974928,-0.222521,12,12,14,1,0.9231,0,286.36,5,car,Normal,Sunny,75.0
0.2906,-0.5,-0.866025,-0.974928,-0.222521,9,0,3,2,0.0,1,343.34,2,car,High,Sunny,5.4
0.7237,-0.965926,-0.258819,0.433884,-0.900969,2,3,12,8,0.2727,0,265.21,8,car,Jam,Windy,49.51
0.2959,-0.707107,0.707107,0.0,1.0,6,4,15,10,0.2857,0,242.38,4,car,Jam,Windy,5.75
0.4992,-0.965926,-0.258819,0.781831,0.62349,10,10,13,2,0.8333,1,161.86,9,car,Normal,Sunny,6.67
0.8353,0.707107,-0.707107,-0.781831,0.62349,7,3,11,7,0.3,0,199.25,0,motorcycle,High,Sunny,17.25
0.5539,-0.707107,0.707107,-0.781831,0.62349,2,2,4,1,0.6667,0,103.72,0,car,Medium,Sunny,1.0
1.8112,0.965926,-0.258819,-0.974928,-0.222521,10,13,14,0,1.0,0,87.88,1,motorcycle,High,Windy,14.37
1.2756,0.965926,-0.258819,0.0,1.0,6,11,13,1,0.9167,0,9.44,9,motorcycle,Medium,Rainy,1.47
1.4682,-1.0,-0.0,-0.974928,-0.222521,3,7,9,1,0.875,0,173.11,1,car,Normal,Rainy,24.58
0.8258,-0.5,0.866025,-0.433884,-0.900969,10,7,14,6,0.5385,0,81.03,7,van,Low,Sunny,16.0
0.9013,-0.5,-0.866025,-0.781831,0.62349,11,5,9,3,0.625,0,168.25,7,motorcycle,Jam,Windy,28.72
0.792,0.866025,-0.5,0.433884,-0.900969,8,6,9,2,0.75,1,292.45,8,van,Medium,Sandstorm,20.94
0.8726,1.0,0.0,0.433884,-0.900969,9,4,13,8,0.3333,1,132.17,6,car,Normal,Rainy,9.93
1.6455,-0.5,0.866025,-0.433884,-0.900969,3,6,12,5,0.5455,0,115.88,0,car,Normal,Sunny,14.35
0.1778,0.5,-0.866025,0.781831,0.62349,9,4,10,5,0.4444,1,160.86,0,car,Normal,Sunny,1.0
1.4529,-0.866025,-0.5,-0.974928,-0.222521,11,10,13,2,0.8333,0,178.38,0,van,Jam,Sunny,90.0
0.4842,0.258819,-0.965926,0.433884,-0.900969,3,7,14,6,0.5385,0,98.16,5,motorcycle,Low,Sunny,8.86
0.801,0.707107,-0.707107,0.781831,0.62349,12,4,11,6,0.4,1,215.97,4,motorcycle,Normal,Windy,13.02
0.2507,-0.965926,-0.258819,-0.974928,-0.222521,2,7,14,6,0.5385,1,10.44,0,car,High,Sunny,8.15
0.786,-1.0,-0.0,0.781831,0.62349,6,1,8,6,0.1429,1,175.0,0,van,Medium,Sunny,11.88
1.4391,-0.5,-0.866025,-0.781831,0.62349,1,2,9,6,0.25,1,233.65,2,car,Normal,Sandstorm,31.79
1.7061,-0.5,-0.866025,0.781831,0.62349,6,8,11,2,0.8,1,167.86,4,motorcycle,Low,Sunny,14.39
0.3581,-0.5,-0.866025,0.433884,-0.900969,8,1,10,8,0.1111,1,352.17,9,car,Normal,Foggy,8.16
1.6297,-0.866025,-0.5,0.433884,-0.900969,11,3,5,1,0.75,0,55.81,8,motorcycle,Normal,Sandstorm,22.13
3.2635,-0.965926,0.258819,-0.974928,-0.222521,2,7,8,0,1.0,1,163.1,4,motorcycle,Low,Rainy,16.73
0.6914,-1.0,-0.0,0.781831,0.62349,11,2,4,1,0.6667,1,105.05,2,car,Normal,Sandstorm,20.18
1.1061,0.5,-0.866025,0.781831,0.62349,12,7,11,3,0.7,0,325.16,7,car,High,Sunny,39.41
0.1549,0.5,-0.866025,0.781831,0.62349,1,9,13,3,0.75,0,64.66,9,motorcycle,High,Sunny,16.94
0.4713,-0.965926,-0.258819,0.781831,0.62349,12,1,11,9,0.1,1,187.71,3,car,High,Rainy,10.94
1.429,-0.866025,-0.5,0.433884,-0.900969,11,1,14,12,0.0769,0,152.76,4,van,Normal,Sunny,33.3
2.7393,0.0,-1.0,-0.433884,-0.900969,1,10,11,0,1.0,0,330.2,1,motorcycle,Normal,Sunny,9.97
0.6254,-0.866025,0.5,-0.781831,0.62349,1,2,7,4,0.3333,0,200.74,1,van,Jam,Windy,5.53
13.9561,-0.258819,-0.965926,0.974928,-0.222521,9,1,3,1,0.5,0,167.64,8,car,High,Sunny,90.0
1.4891,0.258819,-0.965926,0.974928,-0.222521,6,0,3,2,0.0,0,211.17,2,car,Medium,Sunny,14.0
0.3297,-0.707107,-0.707107,0.781831,0.62349,4,10,15,4,0.7143,0,256.11,1,car,Normal,Sunny,1.0
3.754,0.707107,-0.707107,0.0,1.0,5,0,13,12,0.0,0,11.51,3,motorcycle,Normal,Sunny,34.86
0.3361,-0.965926,-0.258819,-0.974928,-0.222521,5,1,7,5,0.1667,0,88.83,3,car,Medium,Windy,10.9
1.5098,-0.707107,0.707107,-0.433884,-0.900969,12,3,15,11,0.2143,1,84.86,2,car,Medium,Sunny,18.71
0.4571,-0.5,0.866025,0.433884,-0.900969,3,5,6,0,1.0,0,149.61,7,car,Low,Sunny,1.0
0.3044,-0.258819,-0.965926,0.433884,-0.900969,2,12,13,0,1.0,0,207.49,5,motorcycle,Jam,Sunny,17.31
2.7567,0.5,-0.866025,0.433884,-0.900969,10,0,5,4,0.0,1,329.72,5,car,Medium,Windy,55.4
0.8635,-0.5,-0.866025,-0.974928,-0.222521,11,1,12,10,0.0909,1,203.68,9,motorcycle,Medium,Sunny,11.06
5.6939,0.965926,-0.258819,0.781831,0.62349,11,2,3,0,1.0,0,65.32,9,van,Normal,Sunny,85.71
0.4202,-0.965926,-0.258819,0.433884,-0.900969,12,6,11,4,0.6,0,189.31,2,motorcycle,High,Sandstorm,12.37
0.2512,-0.258819,-0.965926,0.781831,0.62349,1,5,8,2,0.7143,0,154.29,9,motorcycle,High,Sunny,1.0
0.7007,0.866025,-0.5,0.0,1.0,10,5,10,4,0.5556,0,232.46,6,motorcycle,Low,Windy,6.14
15.0,-0.707107,-0.707107,-0.433884,-0.900969,4,0,3,2,0.0,1,229.26,1,motorcycle,Medium,Sunny,90.0
2.4405,-1.0,-0.0,-0.433884,-0.900969,6,5,7,1,0.8333,0,237.65,3,car,Medium,Sunny,53.46
1.8705,0.707107,-0.707107,-0.974928,-0.222521,6,0,5,4,0.0,0,359.03,2,van,High,Sunny,71.95
1.9301,0.0,-1.0,0.0,1.0,12,0,11,10,0.0,1,9.94,7,van,Normal,Rainy,50.35
0.6973,-0.707107,0.707107,0.781831,0.62349,7,2,3,0,1.0,1,274.41,6,van,High,Sunny,9.59
14.7742,-1.0,-0.0,-0.433884,-0.900969,3,5,14,8,0.3846,0,307.74,7,motorcycle,Medium,Sunny,90.0
1.7078,-0.965926,0.258819,-0.974928,-0.222521,2,0,5,4,0.0,0,88.25,1,motorcycle,Low,Sunny,8.08
1.5622,-0.258819,-0.965926,-0.781831,0.62349,8,3,9,5,0.375,0,272.66,5,van,Normal,Sunny,39.97
2.8169,-0.5,-0.866025,-0.974928,-0.222521,10,1,15,13,0.0714,0,37.79,5,car,Normal,Sandstorm,29.72
0.3297,-0.5,-0.866025,-0.781831,0.62349,9,3,8,4,0.4286,0,195.31,6,car,Normal,Foggy,14.93
0.4793,-0.258819,-0.965926,-0.974928,-0.222521,12,6,10,3,0.6667,1,116.06,3,car,Medium,Sunny,3.92
0.8753,0.866025,-0.5,0.974928,-0.222521,1,5,15,9,0.3571,1,82.08,0,car,High,Sunny,41.1
2.8342,1.0,0.0,-0.433884,-0.900969,5,0,3,2,0.0,0,232.98,8,car,Normal,Sunny,34.4
0.322,-0.866025,0.5,-0.433884,-0.900969,8,8,10,1,0.8889,0,144.94,4,car,Jam,Foggy,17.78
1.0367,-0.707107,-0.707107,0.974928,-0.222521,11,5,10,4,0.5556,0,59.78,9,car,Normal,Sunny,16.95
0.9063,-0.707107,-0.707107,-0.781831,0.62349,4,0,12,11,0.0,0,218.37,4,van,Medium,Sunny,33.56
0.2477,-0.866025,-0.5,-0.974928,-0.222521,9,5,10,4,0.5556,0,182.45,2,car,Jam,Foggy,19.06
